id,created_at,updated_at,deleted_at,city,department_id
1055,,,,Arauca,81
1056,,,,Yopal,85
1057,,,,Aguazul,85
1058,,,,Chámeza,85
1059,,,,Hato Corozal,85
1060,,,,La Salina,85
1061,,,,Monterrey,85
1062,,,,Pore,85
1063,,,,Recetor,85
1064,,,,Sabanalarga,85
1065,,,,Sácama,85
1066,,,,Tauramena,85
1067,,,,Trinidad,85
1068,,,,Villanueva,85
1069,,,,San Luis de Gaceno,85
1070,,,,Paz de Ariporo,85
1071,,,,Nunchía,85
1072,,,,Maní,85
1073,,,,Támara,85
1074,,,,Orocué,85
1075,,,,Mocoa,86
1076,,,,Colón,86
1077,,,,Orito,86
1078,,,,Puerto Caicedo,86
1079,,,,Puerto Guzmán,86
1080,,,,Leguízamo,86
1081,,,,Sibundoy,86
1082,,,,San Francisco,86
1083,,,,San Miguel,86
1084,,,,Santiago,86
1085,,,,Valle de Guamez,86
1086,,,,Puerto Asís,86
1087,,,,Villagarzón,86
1088,,,,Providencia,88
1089,,,,San Andrés,88
1090,,,,Leticia,91
1091,,,,El Encanto,91
1092,,,,La Chorrera,91
1093,,,,La Pedrera,91
1094,,,,La Victoria,91
1095,,,,Puerto Arica,91
1096,,,,Puerto Nariño,91
1097,,,,Puerto Santander,91
1098,,,,Tarapacá,91
1099,,,,Puerto Alegría,91
1100,,,,Miriti Paraná,91
1101,,,,Inírida,94
1102,,,,Barranco Minas,94
1103,,,,Mapiripana,94
1104,,,,San Felipe,94
1105,,,,Puerto Colombia,94
1106,,,,La Guadalupe,94
1107,,,,Cacahual,94
1108,,,,Pana Pana,94
1109,,,,Morichal,94
1110,,,,Calamar,95
1111,,,,San José del Guaviare,95
1112,,,,Miraflores,95
1113,,,,El Retorno,95
1114,,,,Mitú,97
1115,,,,Carurú,97
1116,,,,Taraira,97
1117,,,,Papunahua,97
1118,,,,Yavaraté,97
1119,,,,Pacoa,97
1120,,,,Puerto Carreño,99
1121,,,,La Primavera,99
1122,,,,Santa Rosalía,99
1123,,,,Cumaribo,99
